taxon_id,organism,accession,gc_count,seq_length,chromosomes,gene_total,gene_num_protein_coding,gene_num_non_coding,gene_num_pseudogene
67282,Streptomyces calvus,GCF_006716135.1,5631886,7766581,1,6648,6430,83,135
2502791,Salicibibacter halophilus,GCF_006740705.1,1722155,3754174,1,3810,3593,79,138
1396826,Leisingera aquaemixtae,GCF_006740765.1,2826611,4380105,10,4243,4129,72,42
1444684,Nitrosomonas stercoris,GCF_006742785.1,1067310,2382370,2,2276,2170,47,59
2749961,Lactococcus carnosus,GCF_006770265.1,836272,2156377,1,2103,2000,73,30
2749962,Lactococcus paracarnosus,GCF_006770285.1,866082,2265140,1,2247,2135,77,35
103855,Bordetella hinzii,GCF_006770325.1,3231025,4809490,1,4484,4385,75,24
960,Bacteriovorax stolpii,GCF_006874605.1,1582470,3880871,1,3870,3817,41,12
28184,Leptospira weilii,GCF_006874765.1,1791170,4381393,3,3968,3724,44,200
2592653,Lactococcus protaetiae,GCF_006965445.1,1023795,2696018,1,2611,2306,86,219
2592382,Paenalkalicoccus suaedae,GCF_006965545.2,1740749,4040495,3,3990,3864,98,28
2509614,Rhodoferax sediminis,GCF_006970865.1,2823179,4387497,1,4245,4089,49,107
2527691,Rhodoferax aquaticus,GCF_006974105.1,2720874,4737690,1,4388,4236,67,85
2049305,Changchengzhania lutea,GCF_006974145.1,1437424,4130958,1,3710,3600,52,58
2593656,Shewanella eurypsychrophilus,GCF_007004545.3,2548099,5851320,1,5049,4820,168,61
61645,Enterobacter asburiae,GCF_007035805.1,2660265,4768325,2,4559,4383,117,59
2582419,Dialister hominis,GCF_007164725.1,1159858,2407548,1,2230,2135,72,23
2593655,Shewanella psychropiezotolerans,GCF_007197555.1,2907305,6449204,1,5752,5225,158,369
2594265,Ornithinimicrobium ciconiae,GCF_007197575.1,2832515,4092907,1,3787,3683,55,49
2594004,Formosa sediminum,GCF_007197735.1,1268051,3934786,1,3441,3361,62,18
2594003,Ferrovibrio terrae,GCF_007197755.1,2713438,4264634,1,4198,4124,52,22
1740262,Catenovulum sediminis,GCF_007289895.1,1984713,4868003,2,4090,3929,84,77
2594883,Radiobacillus deserti,GCF_007301515.1,1392906,3615398,1,3807,3589,95,123
454,Legionella israelensis,GCF_007361795.1,1237647,3111640,2,2805,2719,55,31
1823,Nocardia otitidiscaviarum,GCF_007362295.1,5308663,7687583,1,6954,6753,83,118
2596828,Microlunatus elymi,GCF_007362775.1,3423991,5121194,1,4729,4604,53,72
2594795,Chitinimonas arctica,GCF_007431345.1,3217329,5292479,1,4824,4631,83,110
1202785,Methylacidiphilum kamchatkense Kam1,GCF_007475525.1,888202,2202032,1,2096,1987,52,57
2597659,Gordonia zhaorongruii,GCF_007559005.1,2164405,3233079,1,3004,2912,61,31
2597660,Tomitella fengzijianii,GCF_007559025.1,2845586,4013250,2,3673,3559,63,51
238836,Shewanella donghaensis,GCF_007567505.1,1976302,4912773,1,4181,4013,139,29
548,Klebsiella aerogenes,GCF_007632255.1,2882121,5249267,2,5000,4825,122,53
2594913,Corynebacterium sanguinis,GCF_007641235.1,1541995,2362885,1,2286,2170,65,51
2377,Sporomusa termitida,GCF_007641255.1,2609910,5316008,2,4940,4730,143,67
1930274,Roseimaritima multifibrata,GCF_007741495.1,3935372,7216590,1,5231,5153,52,26
1930276,Adhaeretor mobilis,GCF_007741515.1,3302076,5996859,1,4789,4658,83,48
1930273,Rubripirellula lacrimiformis,GCF_007741535.1,4898807,8542491,1,6090,5990,54,46
122,Gimesia maris,GCF_007747015.1,3837929,7626893,1,5813,5712,69,32
2528023,Urbifossiella limnaea,GCF_007747215.1,5561035,7795793,1,6344,6200,84,60
2528020,Poriferisphaera corsica,GCF_007747445.1,2091859,4291168,1,3527,3458,51,18
2528021,Anatilimnocola aggregata,GCF_007747655.1,5204818,9007740,1,6900,6772,83,45
2528026,Maioricimonas rarisocia,GCF_007747795.1,4907176,7744989,1,5748,5671,64,13
2527995,Symmachiella dynata,GCF_007747995.1,4297171,7767809,1,5950,5840,75,35
2527978,Gimesia panareensis,GCF_007748015.1,4278055,7983903,1,6068,5958,67,43
2527972,Aeoliella mucimassa,GCF_007748035.1,3830442,6608792,1,5214,5112,62,40
2527982,Mucisphaera calidilacus,GCF_007748075.1,2228478,3486541,1,2917,2846,52,19
2527984,Bremerella volcania,GCF_007748115.1,3647653,6496182,1,5259,5152,81,26
2528007,Polystyrenella longa,GCF_007750395.1,3082128,6125480,1,4508,4433,57,18
2528009,Pirellulimonas nuda,GCF_007750855.1,4398410,6618662,1,5170,5059,53,58
2528010,Lignipirellula cremea,GCF_007751035.1,5877428,9565229,1,7166,6989,129,48
2527990,Rosistilla oblonga,GCF_007751715.1,4220624,7250512,1,5144,5065,52,27
2527968,Aureliella helgolandensis,GCF_007752135.1,4665506,8439957,1,6028,5892,83,53
2528019,Planctopirus ephydatiae,GCF_007752345.1,2804636,5214061,1,3909,3818,76,15
1176533,Luteimonas granuli,GCF_007795095.1,2056822,2917404,1,2711,2484,53,174
29385,Staphylococcus saprophyticus,GCF_007814115.1,876236,2635789,2,2618,2466,83,69
2599297,Sphingomonas suaedae,GCF_007833215.1,2722478,4154291,1,3972,3875,53,44
2599296,Qingshengfaniella alkalisoli,GCF_007855645.1,2320572,3928515,5,3799,3616,62,121
2599401,Streptomyces qinzhouensis,GCF_007856155.1,5824921,8146484,1,6689,6453,89,147
519450,Mycoplasma anserisalpingitidis,GCF_007858515.1,242792,908787,1,785,744,40,1
568768,Dickeya poaceiphila,GCF_007858975.2,2276311,4317154,1,3894,3710,104,80
1813879,Sphingomonas panacisoli,GCF_007859635.1,2216932,3403025,1,3446,3310,51,85
400770,Devosia ginsengisoli,GCF_007859655.1,2851976,4480314,1,4393,4201,51,141
2599293,Humibacter ginsenosidimutans,GCF_007859675.1,2855835,4183638,1,3861,3704,56,101
522448,Euhalothece natronophila Z-M001,GCF_007904085.1,1445072,3524308,5,3497,3356,54,87
1176536,Novosphingobium ginsenosidimutans,GCF_007954425.1,2004619,3118872,1,3097,3029,50,18
1252,Leuconostoc carnosum,GCF_007954525.1,635459,1701333,3,1729,1634,81,14
1883414,Pistricoccus aurantiacus,GCF_007954585.1,2270945,3781193,1,3557,3439,72,46
1246,Leuconostoc lactis,GCF_007954605.1,776159,1791608,2,1816,1715,82,19
33964,Leuconostoc citreum,GCF_007954785.1,740561,1903250,2,1940,1844,83,13
863239,Corynebacterium nuruki S6-4,GCF_007970465.1,2201088,3173955,1,2893,2767,74,52
496014,Baekduia soli,GCF_007970665.1,3856179,5212251,1,5233,5093,53,87
661481,Flavisolibacter ginsenosidimutans,GCF_007970805.1,2357147,5079621,1,4377,4311,46,20
398053,Mucilaginibacter ginsenosidivorans,GCF_007971025.1,2438120,5352833,1,4917,4839,55,23
1813871,Panacibacter ginsenosidivorans,GCF_007971225.1,2095476,5528026,1,4690,4623,52,15
496057,Arachidicoccus ginsenosidivorans,GCF_007971385.1,2369911,5773153,1,4987,4819,59,109
862126,Mucilaginibacter ginsenosidivorax,GCF_007971525.1,3364616,7811413,1,6449,6349,67,33
238800,Rickettsia asiatica,GCF_007989425.1,458952,1419085,2,1621,1417,40,164
109328,Leptotrichia trevisanii,GCF_007990365.1,878367,2870544,3,2621,2515,65,41
157692,Pseudoleptotrichia goodfellowii,GCF_007990505.1,725836,2290729,1,2251,2167,61,23
157688,Leptotrichia hofstadii,GCF_007990525.1,797228,2604381,4,2535,2450,66,19
157687,Leptotrichia wadei,GCF_007990545.2,688570,2337418,2,2158,2072,64,22
554406,Leptotrichia hongkongensis,GCF_007990635.1,682635,2284180,2,2227,2129,65,33
2600177,Microvenator marinus,GCF_007993755.1,3228620,5847748,1,4828,4750,56,22
2585771,Antarcticibacterium arcticum,GCF_007993795.1,1355744,3409178,1,3115,3010,57,48
1742359,Bacillus dafuensis,GCF_007995155.1,1814405,4916069,1,4673,4454,146,73
2594473,Sphingomonas xanthus,GCF_007998985.1,1417988,2227318,1,2244,2172,52,20
1447062,Youhaiella tibetensis,GCF_008000755.1,2871202,4430734,1,4377,4278,58,41
1592106,Terriglobus albidus,GCF_008000815.1,3708849,6405582,1,5146,5073,53,20
1912871,Malaciobacter canalis,GCF_008000835.1,777769,2829476,1,2794,2707,83,4
2602769,Flavobacterium alkalisoli,GCF_008000935.1,1514453,3985855,1,3691,3596,59,36
2603206,Ruania zhangjianzhongii,GCF_008000995.1,3526926,5105677,2,4706,4580,55,71
2583823,Salidesulfovibrio onnuriiensis,GCF_008001235.1,2349689,3886744,1,3663,3548,79,36
682798,Chitinolyticbacter meiyuanensis,GCF_008033135.1,2748281,4325960,1,4186,4050,71,65
176292,Secundilactobacillus malefermentans,GCF_008033155.1,856039,2087401,3,2075,1947,83,45
307502,Wolbachia endosymbiont of Drosophila ananassae,GCF_008033215.1,493221,1401460,1,1358,1264,42,52
980254,Roseimaritima ulvae,GCF_008065135.1,4854197,8212515,1,5805,5696,73,36
216932,Spiroplasma chinense,GCF_008086545.1,381605,1370182,1,1261,1212,39,10
406548,Aquisphaera giovannonii,GCF_008087625.1,7448236,10526296,3,7834,7676,106,52
980251,Mariniblastus fucicola,GCF_008087665.1,3509199,6570840,1,4973,4874,68,31
1940612,Pigmentiphaga aceris,GCF_008119665.1,3787513,6165255,1,5366,5231,70,65
2603215,Marinobacter fonticola,GCF_008122265.1,2634629,4543926,1,4046,3956,66,24
89152,Peptacetobacter hiranonis,GCF_008151785.1,788833,2521899,1,2360,2212,127,21
2599308,Crassaminicella thermophila,GCF_008152325.1,950038,3083380,2,3195,2952,173,70
162,Treponema phagedenis,GCF_008153345.1,1345727,3372116,1,2905,2793,55,57
2605747,Pedobacter aquae,GCF_008195825.1,1343823,3854044,1,3474,3311,67,96
561879,Bacillus safensis,GCF_008244765.1,1577454,3786744,1,3840,3698,110,32
1031542,Campylobacter volucris,GCF_008245045.1,437706,1532062,2,1584,1502,58,24
1335053,Wolbachia endosymbiont of Chrysomya megacephala,GCF_008245065.1,467464,1376868,1,1283,1175,41,67
217204,Achromobacter insolitus,GCF_008245125.1,4188664,6428890,1,5971,5866,75,30
657387,Kushneria phosphatilytica,GCF_008247605.1,2143305,3624619,1,3385,3281,80,24
2598579,Limnoglobus roseus,GCF_008254045.1,6152383,9378099,1,8158,7959,94,105
1735038,Oryzomicrobium terrae,GCF_008274805.1,2331238,3526415,1,3208,3091,67,50
649196,Sphingobacterium hotanense,GCF_008274825.1,1850365,4490254,1,3794,3697,71,26
2605945,Chromobacterium paludis,GCF_008275125.1,2723234,4279774,1,4101,3921,130,50
157691,Leptotrichia shahii,GCF_008327825.1,642670,2161166,2,2024,1942,64,18
1552759,Mycobacterium grossiae,GCF_008329645.1,4002689,5681602,2,5464,5323,57,84
639200,Sphaerotilus sulfidivorans,GCF_008329925.1,3093885,4430992,4,4040,3869,81,90
252967,Thiospirochaeta perfilievii,GCF_008329945.1,1206081,3700583,2,3451,3323,85,43
2518645,Oceanispirochaeta crateris,GCF_008329965.1,1734969,4012482,1,3626,3526,72,28
283686,Kosakonia radicincitans,GCF_008330085.1,3115535,5774740,2,5481,5268,118,95
487,Neisseria meningitidis,GCF_008330805.1,1116828,2157444,1,2123,1935,75,113
614,Serratia liquefaciens,GCF_008364325.2,2958750,5349947,3,5046,4890,118,38
2592654,Protaetiibacter larvae,GCF_008365275.1,1819728,2557894,1,2443,2368,51,24
666,Vibrio cholerae,GCF_008369605.1,1962603,4138412,3,3839,3644,137,58
253703,Paenibacillus antarcticus,GCF_008369725.1,2199107,5415779,1,4992,4761,152,79
1617283,Flavobacterium nitrogenifigens,GCF_008369745.1,1881160,5497186,1,4635,4512,84,39
2249302,Francisella marina,GCF_008369785.1,678397,2062281,2,2020,1959,53,8
930166,Pseudomonas brassicacearum,GCF_008370715.1,4099380,6738544,1,6023,5877,86,60
2608981,Methylomonas rhizoryzae,GCF_008632455.1,2444085,4554005,1,4025,3912,58,55
470,Acinetobacter baumannii,GCF_008632635.1,1551782,3980230,2,3732,3597,94,41
1639133,Citrobacter portucalensis,GCF_008693605.1,2568103,4929340,2,4663,4493,116,54
67827,Citrobacter werkmanii,GCF_008693645.1,2638473,5049303,2,4796,4611,119,66
654,Aeromonas veronii,GCF_008693705.1,2685146,4561870,2,4201,4029,157,15
207340,Roseomonas mucosa,GCF_008693785.1,3511807,4996294,5,4610,4426,80,104
304207,Schleiferilactobacillus harbinensis,GCF_008694105.1,1755963,3290626,1,3269,3126,87,56
132473,Streptomyces alboniger,GCF_008704395.1,5666382,7962786,1,6958,6698,89,171
1319510,Streptomyces fradiae ATCC 10745 = DSM 40063,GCF_008704425.1,5023990,6725579,1,5789,5559,86,144
67345,Streptomyces prasinus,GCF_008704445.1,5508188,7647592,1,6677,6340,92,245
1967,Streptomyces kanamyceticus,GCF_008704495.1,7198148,10133897,1,8776,8487,89,200
665577,Streptomyces viridosporus T7A,GCF_008704515.1,5282500,7280536,1,6556,6236,92,228
36818,Streptomyces subrutilus,GCF_008704535.1,5585684,7604974,1,6769,6494,92,183
28894,Streptomyces nitrosporeus,GCF_008704555.1,5471783,7581562,1,6704,6427,97,180
33899,Streptomyces galilaeus,GCF_008704575.1,5541034,7756194,1,6994,6784,99,111
1969,Streptomyces chartreusis,GCF_008704715.1,7036715,9912098,1,8679,8472,94,113
68270,Streptomyces spectabilis,GCF_008704795.1,7103971,9807160,1,8281,8050,86,145
58346,Streptomyces platensis,GCF_008704855.1,6043167,8501012,1,7457,7128,90,239
1960,Streptomyces vinaceus,GCF_008704935.1,5550733,7673509,1,6989,6688,92,209
116188,Streptomyces coeruleorubidus,GCF_008705135.1,6636506,9335698,1,8492,8139,91,262
223919,Clostridium diolis,GCF_008705175.1,1777345,5940808,1,5267,5062,142,63
2725666,Mesorhizobium terrae,GCF_008727715.1,3805752,6024790,2,5767,5635,60,72
2614638,Microbacterium caowuchunii,GCF_008727755.1,2290681,3262719,1,3084,2998,57,29
2614639,Microbacterium lushaniae,GCF_008727775.1,2578992,3650161,1,3550,3424,56,70
2614693,Nitrincola iocasae,GCF_008727795.1,2089041,4172991,2,3882,3764,77,41
540747,Roseovarius indicus,GCF_008728195.1,3972526,6173065,5,6040,5890,53,97
2615203,Hymenobacter baengnokdamensis,GCF_008728635.1,2647579,4428884,1,3788,3692,53,43
2602016,Hypericibacter adhaerens,GCF_008728835.1,3950320,5865246,1,5265,5176,60,29
2602015,Hypericibacter terrae,GCF_008728855.1,3891256,5894118,1,5416,5319,60,37
2558918,Nocardioides cynanchi,GCF_008761635.1,2863094,3998545,1,3922,3821,55,46
68895,Cupriavidus basilensis,GCF_008801925.2,5815202,8942610,8,8182,7868,92,222
1341,Streptococcus ratti,GCF_008803015.1,857725,2096943,1,2071,1932,86,53
2528037,Eikenella exigua,GCF_008805035.1,1104660,1993063,2,2066,1920,66,80
492,Neisseria animalis,GCF_008806995.1,1159904,2236930,1,2080,1980,79,21
640030,Neisseria zalophi,GCF_008807015.1,1080039,2423693,1,2279,2171,70,38
2604832,Pseudomonas lalkuanensis,GCF_008807375.1,3890693,6056953,1,5574,5410,92,72
1890302,Bacillus wiedmannii,GCF_008807735.1,1980607,5585953,2,5835,5520,161,154
96344,Cupriavidus oxalaticus,GCF_008807855.1,4840319,7296847,3,6635,6426,88,121
82367,Paracoccus pantotrophus,GCF_008824185.1,2980907,4409379,4,4360,4147,63,150
51664,Lapidilactobacillus dextrinicus,GCF_008831385.1,701008,1836976,1,1812,1705,79,28
1600,Lactobacillus acetotolerans,GCF_008831485.1,614638,1683905,1,1658,1535,75,48
2601677,Tepidiforma bonchosmolovskayae,GCF_008838325.1,1919483,2746948,1,2753,2685,53,15
2233999,Skermanella pratensis,GCF_008843145.1,3948510,5869433,1,5490,5236,83,171
2593973,Ornithinimicrobium pratense,GCF_008843165.1,2505621,3539411,1,3265,3138,56,71
104955,Limosilactobacillus frumenti,GCF_008876665.1,747315,1752928,1,1749,1647,77,25
1202962,Moritella marina ATCC 15381,GCF_008931805.1,1937250,4760425,2,4290,4061,198,31
2761123,Borrelia maritima,GCF_008931845.1,309105,1109596,8,1083,997,40,46
244734,Bradyrhizobium betae,GCF_008932115.1,4775115,7419402,2,7121,6877,54,190
192812,Qipengyuania flava,GCF_008932225.1,2055015,3229668,1,3159,3084,58,17
1752398,Ensifer alkalisoli,GCF_008932245.1,3814151,6128433,3,5788,5527,69,192
2283160,Psychrobacillus glaciei,GCF_008973485.1,1564974,4351338,2,4182,3974,115,93
2596890,Candidatus Uabimicrobium amorphum,GCF_009002475.1,3742906,9503417,1,6693,6579,88,26
60519,Latilactobacillus graminis,GCF_009025875.1,730955,1807083,1,1774,1668,85,21
2487892,Corynebacterium urogenitale,GCF_009026825.1,1409914,2351892,1,2086,1994,60,32
2071710,Enterobacter sichuanensis,GCF_009036245.1,2616972,4711389,1,4508,4334,115,59
2509341,Sulfurimonas hydrogeniphila,GCF_009068765.1,873548,2342011,1,2481,2384,60,37
2478464,Enterobacter oligotrophicus,GCF_009176645.1,2430946,4476585,1,4261,4085,120,56
2650471,Lacipirellula parvula,GCF_009177095.1,4272934,6922258,1,5491,5391,67,33
1618,Liquorilactobacillus mali,GCF_009184705.1,948459,2611959,3,2567,2401,82,84
2653200,Streptomyces phaeolivaceus,GCF_009184865.1,7210217,10175440,2,9099,8591,89,419
2650158,Bacteroides luhongzhouii,GCF_009193295.2,2389638,5760088,1,4414,4231,88,95
2650157,Bacteroides zhangwenhongii,GCF_009193325.2,2272764,5320612,2,4264,4089,89,86
2590021,Sulfurimonas xiamenensis,GCF_009258045.1,661325,1916242,1,1939,1874,59,6
2590022,Sulfurimonas lithotrophica,GCF_009258225.1,803906,2415083,2,2445,2362,61,22
67260,Streptomyces cinereoruber,GCF_009299385.1,5479054,7516652,1,6774,6507,91,176
135740,Paracoccus kondratievae,GCF_009301415.1,2658958,4228383,3,4248,4065,64,119
1473112,Paenibacillus guangzhouensis,GCF_009363075.1,3300733,6948340,2,6313,6123,105,85
562959,Paenibacillus cellulositrophicus,GCF_009363095.1,3938586,7424799,2,6773,6578,121,74
128574,Paenibacillus brasilensis,GCF_009363115.1,2601036,5643381,2,5376,4979,130,267
551989,Kosakonia arachidis,GCF_009363135.1,2720572,5176406,2,4991,4731,113,147
69964,Azotobacter salinestris,GCF_009363155.1,3471379,5292366,3,5041,4746,87,208
2587862,Vibrio aquimaris,GCF_009363415.1,1919844,4501013,4,4121,3899,137,85
2651334,Microvirga thermotolerans,GCF_009363855.1,2588749,3823049,1,3635,3530,61,44
363835,Sphingomonas ginsengisoli An et al. 2013,GCF_009363895.1,2039637,3037290,1,3013,2930,52,31
2601894,Halioglobus maricola,GCF_009388985.1,2443550,4306437,1,3920,3858,52,10
35787,Limosilactobacillus pontis,GCF_009428965.1,913742,1714771,1,1732,1587,88,57
1133546,Luteimicrobium xylanilyticum,GCF_009429125.1,3063532,4208275,1,3785,3666,58,61
1625,Fructilactobacillus sanfranciscensis,GCF_009496975.1,460854,1310991,1,1411,1265,87,59
2219224,Nonomuraea phyllanthi,GCF_009497075.1,8013675,11273186,1,10365,10146,78,141
103733,Saccharothrix syringae,GCF_009498035.1,8032097,10929570,1,9415,9186,69,160
1808979,Candidatus Methylospira mobilis,GCF_009498235.1,2542183,4703534,1,4341,4157,61,123
2662397,Streptomyces fagopyri,GCF_009498275.1,6326267,8880330,1,7729,7403,95,231
774,Bartonella bacilliformis,GCF_009498695.1,539683,1411655,1,1229,1128,52,49
2662362,Acinetobacter wanghuae,GCF_009557235.1,1123708,2767765,1,2667,2512,109,46
2662262,Vibrio algicola,GCF_009601765.2,1486666,3512181,3,3299,3084,124,91
35814,Bordetella holmesii,GCF_009627355.1,2317390,3696575,1,3559,3208,69,282
2662261,Raineyella fluvialis,GCF_009646095.1,2540646,3649865,1,3466,3159,64,243
470933,Pantoea eucalypti,GCF_009646115.1,2599083,4798990,4,4496,4304,117,75
1642,Listeria innocua,GCF_009648575.1,1095113,2922148,2,2969,2850,88,31
57706,Citrobacter braakii,GCF_009648935.1,2559368,4917491,1,4663,4478,115,70
244366,Klebsiella variicola,GCF_009648975.1,3185209,5536651,1,5339,5136,124,79
2662028,Aeromicrobium yanjiei,GCF_009649075.1,2570106,3682026,2,3574,3501,55,18
61648,Kluyvera intermedia,GCF_009649915.1,2584130,4938529,2,4638,4440,118,80
356322,Heliorestis convoluta,GCF_009649955.1,1386582,3218981,1,3076,2885,115,76
2663022,Gracilibacillus salitolerans,GCF_009650095.1,1865804,5088110,1,4756,4569,87,100
418701,Litoricola lipolytica,GCF_009650135.1,1379112,2346037,1,2404,2328,53,23
2789776,Actinomarinicola tropica,GCF_009650215.1,2695857,3715454,1,3702,3596,51,55
637390,Acidithiobacillus thiooxidans ATCC 19377,GCF_009662475.1,1811597,3415726,1,3584,3434,86,64
316276,Thermochromatium tepidum ATCC 43061,GCF_009664085.1,1875927,2958290,1,2726,2610,62,54
2665642,Allosaccharopolyspora coralli,GCF_009664835.1,3316993,4832009,1,4540,4429,64,47
2666100,Neisseria brasiliensis,GCF_009671065.1,1288566,2617510,1,2619,2471,77,71
1914461,Micromonospora terminaliae,GCF_009671205.1,4945790,6742112,2,6341,6172,69,100
1599,Latilactobacillus sakei,GCF_009676365.1,829397,2018071,3,2022,1910,90,22
2606626,Sodaliphilus pleomorphus,GCF_009676955.1,1818114,3340670,1,2809,2704,68,37
1032623,Otariodibacter oris,GCF_009684715.1,734031,2019124,1,1922,1828,79,15
134,Methylocystis parvus,GCF_009685195.1,2869394,4529043,3,4376,4226,58,92
571177,Desulfosarcina alkanivorans,GCF_009688945.1,4147834,7324708,1,6386,6265,60,61
947919,Desulfosarcina widdelii,GCF_009688965.1,3939445,7297718,1,6654,6530,66,58
885957,Desulfosarcina ovata subsp. sediminis,GCF_009688985.1,4515515,8413530,3,7329,7190,62,77
2675754,Occultella kanbiaonis,GCF_009708215.1,4012680,5648255,1,5214,5098,60,56
1238,Piscirickettsia salmonis,GCF_009708955.1,1329952,3351503,3,3556,3325,78,153
2608982,Gimesia benthica,GCF_009720525.1,4234257,8027492,1,6298,6154,67,77
2567941,Metabacillus sediminilitoris,GCF_009720625.1,2015212,5602542,1,5450,5102,185,163
1778678,Paenibacillus psychroresistens,GCF_009728935.1,3333593,8101785,1,7260,7065,102,93
631,Yersinia intermedia,GCF_009730055.1,2345330,4928910,1,4526,4335,119,72
84135,Gemella sanguinis,GCF_009730295.1,536739,1796606,1,1735,1656,57,22
29391,Gemella morbillorum,GCF_009730315.1,550380,1779451,1,1679,1600,58,21
195,Campylobacter coli,GCF_009730395.1,538043,1716536,2,1778,1694,56,28
324079,Spiroplasma tabanidicola,GCF_009730595.1,322357,1284335,1,1167,1124,35,8
38313,Shewanella algae,GCF_009730655.1,2642538,4990025,1,4450,4271,133,46
239935,Akkermansia muciniphila,GCF_009731575.1,1601497,2878459,2,2426,2344,66,16
1352,Enterococcus faecium,GCF_009734005.1,1105696,2919198,2,2881,2708,92,81
2675216,Corynebacterium kalinowskii,GCF_009734385.1,1469810,2510218,1,2429,2355,66,8
2675218,Corynebacterium comes,GCF_009734405.1,1914319,2887268,2,2745,2646,71,28
2675219,Corynebacterium occultum,GCF_009734425.1,2016361,3218058,2,2909,2792,79,38
2293317,Candidatus Syntrophocurvum alkaliphilum,GCF_009734445.1,766120,2360781,1,2305,2232,53,20
1309,Streptococcus mutans,GCF_009738105.1,747324,2028032,3,1996,1863,84,49
2681549,Sphingomonas profundi,GCF_009739515.1,3140801,4538634,1,4332,4181,56,95
33962,Lentilactobacillus kefiri,GCF_009739535.1,1042833,2489034,2,2426,2297,79,50
33013,Clavibacter michiganensis subsp. michiganensis,GCF_009739655.1,2442983,3365549,3,3196,3109,55,32
1977088,Streptomyces ficellus,GCF_009739905.1,5138544,7078240,1,6400,6196,86,118
2026191,Bacillus luti,GCF_009739945.1,1897935,5315231,4,5428,5113,153,162
2676868,Phnomibacter ginsenosidimutans,GCF_009740285.1,2040823,4372196,1,3973,3802,47,124
2591109,Casimicrobium huifangae,GCF_009746125.1,2786362,4465898,1,4037,3944,55,38
2682091,Mucilaginibacter ginkgonis,GCF_009754905.2,1623309,3697784,1,3424,3368,49,7
453783,Lysobacter soli,GCF_009755585.1,2780228,4109802,1,3747,3629,60,58
237609,Pseudomonas alkylphenolica,GCF_009755645.1,3433373,5612010,1,5107,4973,93,41
1510150,Permianibacter aggregans,GCF_009756665.1,2321991,4266648,1,3853,3730,59,64
2494550,Roseovarius faecimaris,GCF_009762325.1,2458937,3934770,2,3841,3772,51,18
2681766,Maribellus comscasis,GCF_009762775.1,2998071,7811310,1,6281,6189,54,38
2678688,Pseudodesulfovibrio cashew,GCF_009762795.1,2343782,3909950,1,3600,3516,68,16
28172,Vibrio metschnikovii,GCF_009763765.1,1600476,3620999,2,3306,3111,134,61
56455,Xanthomonas hyacinthi,GCF_009769165.1,3376246,4963026,2,4386,4081,63,242
47770,Lactobacillus crispatus,GCF_009769205.1,754651,2039404,2,2021,1871,82,68
538381,Stappia indica,GCF_009789575.1,3443741,5116759,1,4653,4570,61,22
871742,Pseudoduganella flava,GCF_009789595.1,4605253,6922031,1,6033,5860,105,68
2571747,Paraburkholderia acidiphila,GCF_009789655.1,5020531,7804892,4,7056,6869,95,92
2571748,Paraburkholderia acidisoli,GCF_009789675.1,5195440,7945061,5,7096,6905,92,99
2572594,Myroides fluvii,GCF_009792295.1,1373721,3766904,1,3351,3213,114,24
2686094,Terricaulis silvestris,GCF_009792355.1,2452724,3864763,1,3960,3879,52,29
2686304,Streptomyces broussonetiae,GCF_009796285.1,6901353,9735779,1,8991,8381,91,519
55583,Dehalobacter restrictus,GCF_009796305.1,1356227,3049426,1,2982,2875,65,42
2597702,Serratia rhizosphaerae,GCF_009817885.1,2955354,5098052,1,4759,4527,122,110
2681986,Blochmannia endosymbiont of Camponotus nipponensis,GCF_009827135.1,228677,788522,1,655,603,45,7
2679994,Mannheimia ovis,GCF_009828705.1,838769,2143704,1,2154,2019,80,55
411470,[Ruminococcus] gnavus ATCC 29149,GCF_009831375.1,1521675,3549191,1,3547,3391,77,79
2607663,Yersinia canariae,GCF_009831415.1,2221942,4710154,1,4282,4095,109,78
138074,Serratia symbiotica,GCF_009831665.3,1653202,3210166,3,3105,2667,95,343
2652177,Pelistega ratti,GCF_009833965.1,867109,2326689,1,2044,1964,57,23
1891644,Epidermidibacterium keratini,GCF_009834025.1,2706234,4018808,1,3845,3766,53,26
1671680,Rathayibacter tanaceti,GCF_009834165.1,2273628,3214120,1,3052,2953,56,43
110937,Rathayibacter festucae,GCF_009834205.1,3123344,4316394,3,3982,3896,55,31
2497861,Halomonas tianxiuensis,GCF_009834345.1,3206165,5015118,1,4848,4283,81,484
2690837,Eggerthella guodeyinii,GCF_009834925.2,2762296,4175177,1,3563,3486,61,16
2686014,Neorickettsia findlayensis,GCF_009856525.1,352021,864092,1,795,749,39,7
375899,Trichormus variabilis 0441,GCF_009856605.1,2937904,7096012,5,5942,5784,63,95
519081,Aquitalea denitrificans,GCF_009856625.1,2648047,4502301,1,4204,4037,126,41
180957,Pectobacterium brasiliense,GCF_009873295.1,2530343,4851982,1,4325,4161,106,58
56453,Xanthomonas cucurbitae,GCF_009883735.1,3015043,4615492,2,4025,3720,71,234
2487929,Coxiella endosymbiont of Amblyomma sculptum,GCF_009883795.1,237236,622921,1,578,525,44,9
70348,Acinetobacter dispersus,GCF_009884975.1,1639179,4024840,1,3764,3611,97,56
1218801,Kordia antarctica,GCF_009901525.1,1828208,5500985,1,4651,4566,61,24
2697043,Tichowtungia aerotolerans,GCF_009905215.1,2062735,3882676,1,3169,3086,55,28
47490,Thermoanaerobacterium aotearoense,GCF_009905255.1,943968,2668690,1,2668,2564,77,27
